State,Year,Quarter,District,Registered_Users,YearQuarter
Odisha,2020,1,Kendujhar,253988,2020-Q1
Odisha,2020,1,Mayurbhanj,223893,2020-Q1
Odisha,2020,1,Jharsuguda,127804,2020-Q1
Odisha,2020,1,Kandhamal,53868,2020-Q1
Odisha,2020,1,Deogarh,25015,2020-Q1
Odisha,2020,1,Sundargarh,313040,2020-Q1
Odisha,2020,1,Jagatsinghapur,216687,2020-Q1
Odisha,2020,1,Balangir,164257,2020-Q1
Odisha,2020,1,Baleshwar,410789,2020-Q1
Odisha,2020,1,Puri,311477,2020-Q1
Odisha,2020,1,Sonepur,68480,2020-Q1
Odisha,2020,1,Khordha,1083466,2020-Q1
Odisha,2020,1,Boudh,41238,2020-Q1
Odisha,2020,1,Gajapati,49762,2020-Q1
Odisha,2020,1,Nayagarh,145821,2020-Q1
Odisha,2020,1,Nabarangpur,54715,2020-Q1
Odisha,2020,1,Kendrapara,205010,2020-Q1
Odisha,2020,1,Cuttack,578471,2020-Q1
Odisha,2020,2,Rayagada,114240,2020-Q2
Odisha,2020,2,Koraput,126636,2020-Q2
Odisha,2020,2,Malkangiri,41696,2020-Q2
Odisha,2020,2,Sambalpur,201035,2020-Q2
Odisha,2020,2,Kalahandi,160811,2020-Q2
Odisha,2020,2,Anugul,248700,2020-Q2
Odisha,2020,2,Ganjam,560047,2020-Q2
Odisha,2020,2,Jajapur,387797,2020-Q2
Odisha,2020,2,Bargarh,167531,2020-Q2
Odisha,2020,2,Dhenkanal,200973,2020-Q2
Odisha,2020,2,Bhadrak,289015,2020-Q2
Odisha,2020,2,Nuapada,53151,2020-Q2
Odisha,2020,2,Kendujhar,277734,2020-Q2
Odisha,2020,2,Mayurbhanj,247446,2020-Q2
Odisha,2020,2,Jharsuguda,140220,2020-Q2
Odisha,2020,2,Kandhamal,61330,2020-Q2
Odisha,2020,2,Deogarh,28252,2020-Q2
Odisha,2020,2,Sundargarh,346937,2020-Q2
Odisha,2020,2,Jagatsinghapur,236758,2020-Q2
Odisha,2020,2,Balangir,183430,2020-Q2
Odisha,2020,2,Baleshwar,445299,2020-Q2
Odisha,2020,2,Puri,338770,2020-Q2
Odisha,2020,2,Sonepur,75331,2020-Q2
Odisha,2020,2,Khordha,1152010,2020-Q2
Odisha,2020,2,Boudh,45662,2020-Q2
Odisha,2020,2,Gajapati,55642,2020-Q2
Odisha,2020,2,Nayagarh,157747,2020-Q2
Odisha,2020,2,Nabarangpur,62742,2020-Q2
Odisha,2020,2,Kendrapara,226451,2020-Q2
Odisha,2020,2,Cuttack,624922,2020-Q2
Odisha,2020,3,Rayagada,126410,2020-Q3
Odisha,2020,3,Koraput,141282,2020-Q3
Odisha,2020,3,Malkangiri,47520,2020-Q3
Odisha,2020,3,Sambalpur,219120,2020-Q3
Odisha,2020,3,Kalahandi,178315,2020-Q3
Odisha,2020,3,Anugul,270460,2020-Q3
Odisha,2020,3,Ganjam,611699,2020-Q3
Odisha,2020,3,Jajapur,417525,2020-Q3
Odisha,2020,3,Bargarh,184711,2020-Q3
Odisha,2020,3,Dhenkanal,218003,2020-Q3
Odisha,2020,3,Bhadrak,314312,2020-Q3
Odisha,2020,3,Nuapada,59403,2020-Q3
Odisha,2020,3,Kendujhar,302384,2020-Q3
Odisha,2020,3,Mayurbhanj,270844,2020-Q3
Odisha,2020,3,Jharsuguda,152813,2020-Q3
Odisha,2020,3,Kandhamal,69124,2020-Q3
Odisha,2020,3,Deogarh,31745,2020-Q3
Odisha,2020,3,Sundargarh,381666,2020-Q3
Odisha,2020,3,Jagatsinghapur,257975,2020-Q3
Odisha,2020,3,Balangir,201628,2020-Q3
Odisha,2020,3,Baleshwar,481741,2020-Q3
Odisha,2020,3,Puri,369877,2020-Q3
Odisha,2020,3,Sonepur,81435,2020-Q3
Odisha,2020,3,Khordha,1232760,2020-Q3
Odisha,2020,3,Boudh,49769,2020-Q3
Odisha,2020,3,Gajapati,62087,2020-Q3
Odisha,2020,3,Nayagarh,170588,2020-Q3
Odisha,2020,3,Nabarangpur,70877,2020-Q3
Odisha,2020,3,Kendrapara,249580,2020-Q3
Odisha,2020,3,Cuttack,676102,2020-Q3
Odisha,2020,4,Rayagada,139714,2020-Q4
Odisha,2020,4,Koraput,157029,2020-Q4
Odisha,2020,4,Malkangiri,54166,2020-Q4
Odisha,2020,4,Sambalpur,238826,2020-Q4
Odisha,2020,4,Kalahandi,196340,2020-Q4
Odisha,2020,4,Anugul,293242,2020-Q4
Odisha,2020,4,Ganjam,669973,2020-Q4
Odisha,2020,4,Jajapur,451339,2020-Q4
Odisha,2020,4,Bargarh,202272,2020-Q4
Odisha,2020,4,Dhenkanal,236599,2020-Q4
Odisha,2020,4,Bhadrak,342034,2020-Q4
Odisha,2020,4,Nuapada,66020,2020-Q4
Odisha,2020,4,Kendujhar,328498,2020-Q4
Odisha,2020,4,Mayurbhanj,295929,2020-Q4
Odisha,2020,4,Jharsuguda,166109,2020-Q4
Odisha,2020,4,Kandhamal,77202,2020-Q4
Odisha,2020,4,Deogarh,34813,2020-Q4
Odisha,2020,4,Sundargarh,418311,2020-Q4
Odisha,2020,4,Jagatsinghapur,280051,2020-Q4
Odisha,2020,4,Balangir,221229,2020-Q4
Odisha,2020,4,Baleshwar,520429,2020-Q4
Odisha,2020,4,Puri,402457,2020-Q4
Odisha,2020,4,Sonepur,88176,2020-Q4
Odisha,2020,4,Khordha,1323794,2020-Q4
Odisha,2020,4,Boudh,54203,2020-Q4
Odisha,2020,4,Gajapati,69150,2020-Q4
Odisha,2020,4,Nayagarh,184916,2020-Q4
Odisha,2020,4,Nabarangpur,79855,2020-Q4
Odisha,2020,4,Kendrapara,273289,2020-Q4
Odisha,2020,4,Cuttack,732786,2020-Q4
Odisha,2021,1,Rayagada,150744,2021-Q1
Odisha,2021,1,Koraput,169607,2021-Q1
Odisha,2021,1,Malkangiri,59019,2021-Q1
Odisha,2021,1,Sambalpur,256784,2021-Q1
Odisha,2021,1,Kalahandi,211780,2021-Q1
Odisha,2021,1,Anugul,315065,2021-Q1
Odisha,2021,1,Ganjam,721311,2021-Q1
Odisha,2021,1,Jajapur,484003,2021-Q1
Odisha,2021,1,Bargarh,217540,2021-Q1
Odisha,2021,1,Dhenkanal,253469,2021-Q1
Odisha,2021,1,Bhadrak,366825,2021-Q1
Odisha,2021,1,Nuapada,71558,2021-Q1
Odisha,2021,1,Kendujhar,352967,2021-Q1
Odisha,2021,1,Mayurbhanj,318465,2021-Q1
Odisha,2021,1,Jharsuguda,178481,2021-Q1
Odisha,2021,1,Kandhamal,83432,2021-Q1
Odisha,2021,1,Deogarh,37397,2021-Q1
Odisha,2021,1,Sundargarh,450776,2021-Q1
Odisha,2021,1,Jagatsinghapur,300122,2021-Q1
Odisha,2021,1,Balangir,238380,2021-Q1
Odisha,2021,1,Baleshwar,557273,2021-Q1
Odisha,2021,1,Puri,431553,2021-Q1
Odisha,2021,1,Sonepur,94551,2021-Q1
Odisha,2021,1,Khordha,1415897,2021-Q1
Odisha,2021,1,Boudh,58177,2021-Q1
Odisha,2021,1,Gajapati,74629,2021-Q1
Odisha,2021,1,Nayagarh,198238,2021-Q1
Odisha,2021,1,Nabarangpur,86833,2021-Q1
Odisha,2021,1,Kendrapara,293287,2021-Q1
Odisha,2021,1,Cuttack,784846,2021-Q1
Odisha,2021,2,Rayagada,161874,2021-Q2
Odisha,2021,2,Koraput,182181,2021-Q2
Odisha,2021,2,Malkangiri,63880,2021-Q2
Odisha,2021,2,Sambalpur,275001,2021-Q2
Odisha,2021,2,Kalahandi,227704,2021-Q2
Odisha,2021,2,Anugul,338114,2021-Q2
Odisha,2021,2,Ganjam,772409,2021-Q2
Odisha,2021,2,Jajapur,518570,2021-Q2
Odisha,2021,2,Bargarh,233243,2021-Q2
Odisha,2021,2,Dhenkanal,271626,2021-Q2
Odisha,2021,2,Bhadrak,392928,2021-Q2
Odisha,2021,2,Nuapada,77158,2021-Q2
Odisha,2021,2,Kendujhar,379263,2021-Q2
Odisha,2021,2,Mayurbhanj,342898,2021-Q2
Odisha,2021,2,Jharsuguda,191043,2021-Q2
Odisha,2021,2,Kandhamal,89548,2021-Q2
Odisha,2021,2,Deogarh,40332,2021-Q2
Odisha,2021,2,Sundargarh,482937,2021-Q2
Odisha,2021,2,Jagatsinghapur,321155,2021-Q2
Odisha,2021,2,Balangir,256186,2021-Q2
Odisha,2021,2,Baleshwar,596366,2021-Q2
Odisha,2021,2,Puri,462146,2021-Q2
Odisha,2021,2,Sonepur,101584,2021-Q2
Odisha,2021,2,Khordha,1511068,2021-Q2
Odisha,2021,2,Boudh,62600,2021-Q2
Odisha,2021,2,Gajapati,80263,2021-Q2
Odisha,2021,2,Nayagarh,212420,2021-Q2
Odisha,2021,2,Nabarangpur,93780,2021-Q2
Odisha,2021,2,Kendrapara,313828,2021-Q2
Odisha,2021,2,Cuttack,838924,2021-Q2
Odisha,2021,3,Rayagada,174728,2021-Q3
Odisha,2021,3,Koraput,196851,2021-Q3
Odisha,2021,3,Malkangiri,69669,2021-Q3
Odisha,2021,3,Sambalpur,296251,2021-Q3
Odisha,2021,3,Kalahandi,246601,2021-Q3
Odisha,2021,3,Anugul,364818,2021-Q3
Odisha,2021,3,Ganjam,831869,2021-Q3
Odisha,2021,3,Jajapur,558822,2021-Q3
Odisha,2021,3,Bargarh,252144,2021-Q3
Odisha,2021,3,Dhenkanal,292800,2021-Q3
Odisha,2021,3,Bhadrak,423068,2021-Q3
Odisha,2021,3,Nuapada,83716,2021-Q3
Odisha,2021,3,Kendujhar,410049,2021-Q3
Odisha,2021,3,Mayurbhanj,371425,2021-Q3
Odisha,2021,3,Jharsuguda,205663,2021-Q3
Odisha,2021,3,Kandhamal,96862,2021-Q3
Odisha,2021,3,Deogarh,43737,2021-Q3
Odisha,2021,3,Sundargarh,520155,2021-Q3
Odisha,2021,3,Jagatsinghapur,345234,2021-Q3
Odisha,2021,3,Balangir,277146,2021-Q3
Odisha,2021,3,Baleshwar,641826,2021-Q3
Odisha,2021,3,Puri,497069,2021-Q3
Odisha,2021,3,Sonepur,109924,2021-Q3
Odisha,2021,3,Khordha,1618171,2021-Q3
Odisha,2021,3,Boudh,67782,2021-Q3
Odisha,2021,3,Gajapati,86765,2021-Q3
Odisha,2021,3,Nayagarh,228677,2021-Q3
Odisha,2021,3,Nabarangpur,102244,2021-Q3
Odisha,2021,3,Kendrapara,337718,2021-Q3
Odisha,2021,3,Cuttack,900706,2021-Q3
Odisha,2021,4,Rayagada,187562,2021-Q4
Odisha,2021,4,Koraput,211160,2021-Q4
Odisha,2021,4,Malkangiri,75114,2021-Q4
Odisha,2021,4,Sambalpur,317259,2021-Q4
Odisha,2021,4,Kalahandi,264773,2021-Q4
Odisha,2021,4,Anugul,390981,2021-Q4
Odisha,2021,4,Ganjam,889686,2021-Q4
Odisha,2021,4,Jajapur,598043,2021-Q4
Odisha,2021,4,Bargarh,270113,2021-Q4
Odisha,2021,4,Dhenkanal,313502,2021-Q4
Odisha,2021,4,Bhadrak,452384,2021-Q4
Odisha,2021,4,Nuapada,90146,2021-Q4
Odisha,2021,4,Kendujhar,440078,2021-Q4
Odisha,2021,4,Mayurbhanj,399076,2021-Q4
Odisha,2021,4,Jharsuguda,220010,2021-Q4
Odisha,2021,4,Kandhamal,103926,2021-Q4
Odisha,2021,4,Deogarh,47096,2021-Q4
Odisha,2021,4,Sundargarh,556973,2021-Q4
Odisha,2021,4,Jagatsinghapur,368959,2021-Q4
Odisha,2021,4,Balangir,297438,2021-Q4
Odisha,2021,4,Baleshwar,685881,2021-Q4
Odisha,2021,4,Puri,531127,2021-Q4
Odisha,2021,4,Sonepur,117909,2021-Q4
Odisha,2021,4,Khordha,1725313,2021-Q4
Odisha,2021,4,Boudh,72717,2021-Q4
Odisha,2021,4,Gajapati,93201,2021-Q4
Odisha,2021,4,Nayagarh,244622,2021-Q4
Odisha,2021,4,Nabarangpur,110406,2021-Q4
Odisha,2021,4,Kendrapara,361439,2021-Q4
Odisha,2021,4,Cuttack,962341,2021-Q4
Odisha,2022,1,Rayagada,199745,2022-Q1
Odisha,2022,1,Koraput,224651,2022-Q1
Odisha,2022,1,Malkangiri,80251,2022-Q1
Odisha,2022,1,Sambalpur,337359,2022-Q1
Odisha,2022,1,Kalahandi,282939,2022-Q1
Odisha,2022,1,Anugul,416483,2022-Q1
Odisha,2022,1,Ganjam,946066,2022-Q1
Odisha,2022,1,Jajapur,636291,2022-Q1
Odisha,2022,1,Bargarh,288188,2022-Q1
Odisha,2022,1,Dhenkanal,334288,2022-Q1
Odisha,2022,1,Bhadrak,481063,2022-Q1
Odisha,2022,1,Nuapada,96377,2022-Q1
Odisha,2022,1,Kendujhar,469295,2022-Q1
Odisha,2022,1,Mayurbhanj,426398,2022-Q1
Odisha,2022,1,Jharsuguda,234082,2022-Q1
Odisha,2022,1,Kandhamal,110888,2022-Q1
Odisha,2022,1,Deogarh,50320,2022-Q1
Odisha,2022,1,Sundargarh,592346,2022-Q1
Odisha,2022,1,Jagatsinghapur,392154,2022-Q1
Odisha,2022,1,Balangir,317138,2022-Q1
Odisha,2022,1,Baleshwar,728990,2022-Q1
Odisha,2022,1,Puri,564442,2022-Q1
Odisha,2022,1,Sonepur,125997,2022-Q1
Odisha,2022,1,Khordha,1827307,2022-Q1
Odisha,2022,1,Boudh,77892,2022-Q1
Odisha,2022,1,Gajapati,99565,2022-Q1
Odisha,2022,1,Nayagarh,260324,2022-Q1
Odisha,2022,1,Nabarangpur,117939,2022-Q1
Odisha,2022,1,Kendrapara,384475,2022-Q1
Odisha,2022,1,Cuttack,1021526,2022-Q1
Odisha,2022,2,Rayagada,211140,2022-Q2
Odisha,2022,2,Koraput,237081,2022-Q2
Odisha,2022,2,Malkangiri,84884,2022-Q2
Odisha,2022,2,Sambalpur,356271,2022-Q2
Odisha,2022,2,Kalahandi,299472,2022-Q2
Odisha,2022,2,Anugul,440242,2022-Q2
Odisha,2022,2,Ganjam,999398,2022-Q2
Odisha,2022,2,Jajapur,672209,2022-Q2
Odisha,2022,2,Bargarh,304554,2022-Q2
Odisha,2022,2,Dhenkanal,353317,2022-Q2
Odisha,2022,2,Bhadrak,507695,2022-Q2
Odisha,2022,2,Nuapada,101852,2022-Q2
Odisha,2022,2,Kendujhar,496154,2022-Q2
Odisha,2022,2,Mayurbhanj,451049,2022-Q2
Odisha,2022,2,Jharsuguda,247348,2022-Q2
Odisha,2022,2,Kandhamal,117216,2022-Q2
Odisha,2022,2,Deogarh,53242,2022-Q2
Odisha,2022,2,Sundargarh,625606,2022-Q2
Odisha,2022,2,Jagatsinghapur,414004,2022-Q2
Odisha,2022,2,Balangir,335510,2022-Q2
Odisha,2022,2,Baleshwar,769737,2022-Q2
Odisha,2022,2,Puri,595694,2022-Q2
Odisha,2022,2,Sonepur,133295,2022-Q2
Odisha,2022,2,Khordha,1924289,2022-Q2
Odisha,2022,2,Boudh,82326,2022-Q2
Odisha,2022,2,Gajapati,105268,2022-Q2
Odisha,2022,2,Nayagarh,274898,2022-Q2
Odisha,2022,2,Nabarangpur,124828,2022-Q2
Odisha,2022,2,Kendrapara,406125,2022-Q2
Odisha,2022,2,Cuttack,1077286,2022-Q2
Odisha,2022,3,Rayagada,222586,2022-Q3
Odisha,2022,3,Koraput,249470,2022-Q3
Odisha,2022,3,Malkangiri,89362,2022-Q3
Odisha,2022,3,Sambalpur,375127,2022-Q3
Odisha,2022,3,Kalahandi,315775,2022-Q3
Odisha,2022,3,Anugul,464296,2022-Q3
Odisha,2022,3,Ganjam,1054407,2022-Q3
Odisha,2022,3,Jajapur,709685,2022-Q3
Odisha,2022,3,Bargarh,320560,2022-Q3
Odisha,2022,3,Dhenkanal,372560,2022-Q3
Odisha,2022,3,Bhadrak,535581,2022-Q3
Odisha,2022,3,Nuapada,107220,2022-Q3
Odisha,2022,3,Kendujhar,523219,2022-Q3
Odisha,2022,3,Mayurbhanj,475312,2022-Q3
Odisha,2022,3,Jharsuguda,260834,2022-Q3
Odisha,2022,3,Kandhamal,123544,2022-Q3
Odisha,2022,3,Deogarh,55962,2022-Q3
Odisha,2022,3,Sundargarh,658859,2022-Q3
Odisha,2022,3,Jagatsinghapur,436498,2022-Q3
Odisha,2022,3,Balangir,353484,2022-Q3
Odisha,2022,3,Baleshwar,812109,2022-Q3
Odisha,2022,3,Puri,627710,2022-Q3
Odisha,2022,3,Sonepur,140448,2022-Q3
Odisha,2022,3,Khordha,2025108,2022-Q3
Odisha,2022,3,Boudh,86776,2022-Q3
Odisha,2022,3,Gajapati,111136,2022-Q3
Odisha,2022,3,Nayagarh,290094,2022-Q3
Odisha,2022,3,Nabarangpur,131269,2022-Q3
Odisha,2022,3,Kendrapara,428410,2022-Q3
Odisha,2022,3,Cuttack,1135881,2022-Q3
Odisha,2022,4,Rayagada,233250,2022-Q4
Odisha,2022,4,Koraput,260639,2022-Q4
Odisha,2022,4,Malkangiri,93093,2022-Q4
Odisha,2022,4,Sambalpur,392612,2022-Q4
Odisha,2022,4,Kalahandi,330196,2022-Q4
Odisha,2022,4,Anugul,486514,2022-Q4
Odisha,2022,4,Ganjam,1105095,2022-Q4
Odisha,2022,4,Jajapur,743948,2022-Q4
Odisha,2022,4,Bargarh,334060,2022-Q4
Odisha,2022,4,Dhenkanal,389751,2022-Q4
Odisha,2022,4,Bhadrak,560896,2022-Q4
Odisha,2022,4,Nuapada,111771,2022-Q4
Odisha,2022,4,Kendujhar,547019,2022-Q4
Odisha,2022,4,Mayurbhanj,495920,2022-Q4
Odisha,2022,4,Jharsuguda,273411,2022-Q4
Odisha,2022,4,Kandhamal,129217,2022-Q4
Odisha,2022,4,Deogarh,58213,2022-Q4
Odisha,2022,4,Sundargarh,689753,2022-Q4
Odisha,2022,4,Jagatsinghapur,457355,2022-Q4
Odisha,2022,4,Balangir,369088,2022-Q4
Odisha,2022,4,Baleshwar,850800,2022-Q4
Odisha,2022,4,Puri,657668,2022-Q4
Odisha,2022,4,Sonepur,146518,2022-Q4
Odisha,2022,4,Khordha,2124474,2022-Q4
Odisha,2022,4,Boudh,90477,2022-Q4
Odisha,2022,4,Gajapati,116235,2022-Q4
Odisha,2022,4,Nayagarh,303718,2022-Q4
Odisha,2022,4,Nabarangpur,136384,2022-Q4
Odisha,2022,4,Kendrapara,448239,2022-Q4
Odisha,2022,4,Cuttack,1190925,2022-Q4
Puducherry,2018,1,Karaikal,3628,2018-Q1
Puducherry,2018,1,Puducherry,42117,2018-Q1
Puducherry,2018,1,Yanam,2500,2018-Q1
Puducherry,2018,1,Mahe,1073,2018-Q1
Puducherry,2018,2,Karaikal,5393,2018-Q2
Puducherry,2018,2,Puducherry,55513,2018-Q2
Puducherry,2018,2,Yanam,3232,2018-Q2
Puducherry,2018,2,Mahe,1442,2018-Q2
Puducherry,2018,3,Karaikal,7174,2018-Q3
Puducherry,2018,3,Puducherry,68634,2018-Q3
Puducherry,2018,3,Yanam,3926,2018-Q3
Puducherry,2018,3,Mahe,1812,2018-Q3
Puducherry,2018,4,Karaikal,9578,2018-Q4
Puducherry,2018,4,Puducherry,92629,2018-Q4
Puducherry,2018,4,Yanam,4901,2018-Q4
Puducherry,2018,4,Mahe,2386,2018-Q4
Puducherry,2019,1,Karaikal,11549,2019-Q1
Puducherry,2019,1,Puducherry,112798,2019-Q1
Puducherry,2019,1,Yanam,5814,2019-Q1
Puducherry,2019,1,Mahe,2898,2019-Q1
Puducherry,2019,2,Karaikal,13827,2019-Q2
Puducherry,2019,2,Puducherry,132703,2019-Q2
Puducherry,2019,2,Yanam,6485,2019-Q2
Puducherry,2019,2,Mahe,3443,2019-Q2
Puducherry,2019,3,Karaikal,15875,2019-Q3
Puducherry,2019,3,Puducherry,150642,2019-Q3
Puducherry,2019,3,Yanam,7342,2019-Q3
Puducherry,2019,3,Mahe,4009,2019-Q3
Puducherry,2019,4,Karaikal,18134,2019-Q4
Puducherry,2019,4,Puducherry,173175,2019-Q4
Puducherry,2019,4,Yanam,8287,2019-Q4
Puducherry,2019,4,Mahe,4696,2019-Q4
Puducherry,2020,1,Karaikal,20775,2020-Q1
Puducherry,2020,1,Puducherry,195398,2020-Q1
Puducherry,2020,1,Yanam,9266,2020-Q1
Puducherry,2020,1,Mahe,5469,2020-Q1
Puducherry,2020,2,Karaikal,23612,2020-Q2
Puducherry,2020,2,Puducherry,215429,2020-Q2
Puducherry,2020,2,Yanam,10164,2020-Q2
Puducherry,2020,2,Mahe,6395,2020-Q2
Puducherry,2020,3,Karaikal,26910,2020-Q3
Puducherry,2020,3,Puducherry,239707,2020-Q3
Puducherry,2020,3,Yanam,11054,2020-Q3
Puducherry,2020,3,Mahe,7502,2020-Q3
Puducherry,2020,4,Karaikal,30982,2020-Q4
Puducherry,2020,4,Puducherry,267946,2020-Q4
Puducherry,2020,4,Yanam,12131,2020-Q4
Puducherry,2020,4,Mahe,8567,2020-Q4
Puducherry,2021,1,Karaikal,33876,2021-Q1
Puducherry,2021,1,Puducherry,290107,2021-Q1
Puducherry,2021,1,Yanam,13005,2021-Q1
Puducherry,2021,1,Mahe,9291,2021-Q1
Puducherry,2021,2,Karaikal,36328,2021-Q2
Puducherry,2021,2,Puducherry,309892,2021-Q2
Puducherry,2021,2,Yanam,13854,2021-Q2
Puducherry,2021,2,Mahe,9887,2021-Q2
Puducherry,2021,3,Karaikal,39011,2021-Q3
Puducherry,2021,3,Puducherry,332193,2021-Q3
Puducherry,2021,3,Yanam,14823,2021-Q3
Puducherry,2021,3,Mahe,10582,2021-Q3
Puducherry,2021,4,Karaikal,41695,2021-Q4
Puducherry,2021,4,Puducherry,354425,2021-Q4
Puducherry,2021,4,Yanam,15809,2021-Q4
Puducherry,2021,4,Mahe,11238,2021-Q4
Puducherry,2022,1,Karaikal,44201,2022-Q1
Puducherry,2022,1,Puducherry,375238,2022-Q1
Puducherry,2022,1,Yanam,16747,2022-Q1
Puducherry,2022,1,Mahe,11865,2022-Q1
Puducherry,2022,2,Karaikal,46573,2022-Q2
Puducherry,2022,2,Puducherry,394977,2022-Q2
Puducherry,2022,2,Yanam,17644,2022-Q2
Puducherry,2022,2,Mahe,12469,2022-Q2
Puducherry,2022,3,Karaikal,49034,2022-Q3
Puducherry,2022,3,Puducherry,415847,2022-Q3
Puducherry,2022,3,Yanam,18606,2022-Q3
Puducherry,2022,3,Mahe,13083,2022-Q3
Puducherry,2022,4,Karaikal,51364,2022-Q4
Puducherry,2022,4,Puducherry,436067,2022-Q4
Puducherry,2022,4,Yanam,19579,2022-Q4
Puducherry,2022,4,Mahe,13639,2022-Q4
Punjab,2018,1,Shahid Bhagat Singh Nagar,7519,2018-Q1
Punjab,2018,1,Fazilka,44823,2018-Q1
Punjab,2018,1,Barnala,12242,2018-Q1
Punjab,2018,1,Mansa,20521,2018-Q1
Punjab,2018,1,Ludhiana,168625,2018-Q1
Punjab,2018,1,Sri Muktsar Sahib,21239,2018-Q1
Punjab,2018,1,Patiala,66507,2018-Q1
Punjab,2018,1,Pathankot,20420,2018-Q1
Punjab,2018,1,Fatehgarh Sahib,14764,2018-Q1
Punjab,2018,1,Rupnagar,17004,2018-Q1
Punjab,2018,1,Tarn Taran,11244,2018-Q1
Punjab,2018,1,Sas Nagar,121113,2018-Q1
Punjab,2018,1,Sangrur,37485,2018-Q1
Punjab,2018,1,Jalandhar,57808,2018-Q1
Punjab,2018,1,Bathinda,52466,2018-Q1
Punjab,2018,1,Kapurthala,18281,2018-Q1
Punjab,2018,1,Firozepur,19987,2018-Q1
Punjab,2018,1,Gurdaspur,21372,2018-Q1
Punjab,2018,1,Amritsar,59685,2018-Q1
Punjab,2018,1,Faridkot,14795,2018-Q1
Punjab,2018,1,Hoshiarpur,25348,2018-Q1
Punjab,2018,1,Moga,13894,2018-Q1
Punjab,2018,2,Shahid Bhagat Singh Nagar,10332,2018-Q2
Punjab,2018,2,Fazilka,60134,2018-Q2
Punjab,2018,2,Barnala,16405,2018-Q2
Punjab,2018,2,Mansa,27053,2018-Q2
Punjab,2018,2,Ludhiana,230404,2018-Q2
Punjab,2018,2,Sri Muktsar Sahib,28590,2018-Q2
Punjab,2018,2,Patiala,90123,2018-Q2
Punjab,2018,2,Pathankot,29096,2018-Q2
Punjab,2018,2,Fatehgarh Sahib,20549,2018-Q2
Punjab,2018,2,Rupnagar,23246,2018-Q2
Punjab,2018,2,Tarn Taran,15514,2018-Q2
Punjab,2018,2,Sas Nagar,161605,2018-Q2
Punjab,2018,2,Sangrur,50749,2018-Q2
Punjab,2018,2,Jalandhar,79991,2018-Q2
Punjab,2018,2,Bathinda,70948,2018-Q2
Punjab,2018,2,Kapurthala,24556,2018-Q2
Punjab,2018,2,Firozepur,27110,2018-Q2
Punjab,2018,2,Gurdaspur,29910,2018-Q2
Punjab,2018,2,Amritsar,82735,2018-Q2
Punjab,2018,2,Faridkot,19714,2018-Q2
Punjab,2018,2,Hoshiarpur,34576,2018-Q2
Punjab,2018,2,Moga,18850,2018-Q2
Punjab,2018,3,Shahid Bhagat Singh Nagar,13651,2018-Q3
Punjab,2018,3,Fazilka,73785,2018-Q3
Punjab,2018,3,Barnala,20578,2018-Q3
Punjab,2018,3,Mansa,32798,2018-Q3
Punjab,2018,3,Ludhiana,296414,2018-Q3
Punjab,2018,3,Sri Muktsar Sahib,35579,2018-Q3
Punjab,2018,3,Patiala,113902,2018-Q3
Punjab,2018,3,Pathankot,37880,2018-Q3
Punjab,2018,3,Fatehgarh Sahib,26642,2018-Q3
Punjab,2018,3,Rupnagar,30201,2018-Q3
Punjab,2018,3,Tarn Taran,21326,2018-Q3
Punjab,2018,3,Sas Nagar,201458,2018-Q3
Punjab,2018,3,Sangrur,64978,2018-Q3
Punjab,2018,3,Jalandhar,104824,2018-Q3
Punjab,2018,3,Bathinda,88508,2018-Q3
Punjab,2018,3,Kapurthala,31128,2018-Q3
Punjab,2018,3,Firozepur,34756,2018-Q3
Punjab,2018,3,Gurdaspur,39920,2018-Q3
Punjab,2018,3,Amritsar,108935,2018-Q3
Punjab,2018,3,Faridkot,25150,2018-Q3
Punjab,2018,3,Hoshiarpur,45862,2018-Q3
Punjab,2018,3,Moga,24873,2018-Q3
Punjab,2018,4,Shahid Bhagat Singh Nagar,17534,2018-Q4
Punjab,2018,4,Fazilka,89590,2018-Q4
Punjab,2018,4,Barnala,25961,2018-Q4
Punjab,2018,4,Mansa,39841,2018-Q4
Punjab,2018,4,Ludhiana,378237,2018-Q4
Punjab,2018,4,Sri Muktsar Sahib,44046,2018-Q4
Punjab,2018,4,Patiala,142989,2018-Q4
Punjab,2018,4,Pathankot,49244,2018-Q4
Punjab,2018,4,Fatehgarh Sahib,33652,2018-Q4
Punjab,2018,4,Rupnagar,38623,2018-Q4
Punjab,2018,4,Tarn Taran,27566,2018-Q4
Punjab,2018,4,Sas Nagar,250733,2018-Q4
Punjab,2018,4,Sangrur,82334,2018-Q4
Punjab,2018,4,Jalandhar,135966,2018-Q4
Punjab,2018,4,Bathinda,109505,2018-Q4
Punjab,2018,4,Kapurthala,39412,2018-Q4
Punjab,2018,4,Firozepur,44095,2018-Q4
Punjab,2018,4,Gurdaspur,51644,2018-Q4
Punjab,2018,4,Amritsar,141933,2018-Q4
Punjab,2018,4,Faridkot,31389,2018-Q4
Punjab,2018,4,Hoshiarpur,59684,2018-Q4
Punjab,2018,4,Moga,31737,2018-Q4
Punjab,2019,1,Shahid Bhagat Singh Nagar,21180,2019-Q1
Punjab,2019,1,Fazilka,104942,2019-Q1
Punjab,2019,1,Barnala,30391,2019-Q1
Punjab,2019,1,Mansa,45716,2019-Q1
Punjab,2019,1,Ludhiana,454370,2019-Q1
Punjab,2019,1,Sri Muktsar Sahib,51650,2019-Q1
